1.000000000000000000e+00,-1.313467506572124548e+06,-8.511499632779386593e+05,-2.699237536224880605e+05
1.000000000000000000e+00,7.138628876531088026e+05,-9.150799935511052608e+05,3.609095042540973518e+05
1.000000000000000000e+00,7.685384857352720574e+05,4.269338394228599500e+05,1.027279963454684330e+05
1.000000000000000000e+00,4.581093046232751221e+05,-1.307803106242203648e+05,9.383896570349762915e+05
1.000000000000000000e+00,-1.257553841352082673e+05,-4.147187058736190083e+05,-4.301575004026393290e+05
1.000000000000000000e+00,2.436903607551792811e+05,-2.391146957851497573e+05,-1.060525573990995530e+06
1.000000000000000000e+00,5.822230038369676331e+05,1.134597565062780923e+05,2.211384446465069777e+05
1.000000000000000000e+00,1.253729554026996950e+06,6.106825605994389625e+05,-1.602498006972824805e+05
1.000000000000000000e+00,3.983644889311716426e+06,2.630424224853992928e+05,-3.789302065351697966e+05
1.000000000000000000e+00,3.974607770245742722e+04,1.253903458565248409e+06,4.184550721973870532e+05
1.000000000000000000e+00,3.601927858091473114e+06,-8.537049592813976342e+05,3.216486346890854766e+05
1.000000000000000000e+00,-2.414208169761673082e+06,7.049606060252824100e+05,1.240288034832685255e+06
1.000000000000000000e+00,5.123272973140502581e+05,-4.126611655595694319e+05,-5.693450203481811332e+05
1.000000000000000000e+00,3.623153266889111139e+06,1.593657769548143260e+06,5.233076230453865719e+05
1.000000000000000000e+00,1.888896390765144490e+06,8.373807458599274105e+04,1.520799802578412891e+04
1.000000000000000000E00000000e+00,-3.030395422432709951e+06,4.853085057951425551e+05,3.846753415668117814e+05
0.000000000000000000e+00,-1.737563548202533508e+06,-9.589882624358336907e+05,1.911106573324157798e+05
0.000000000000000000e+00,9.974996476895334199e+05,-1.478273954263194930e+06,1.369820045069932705e+06
0.000000000000000000e+00,-7.216240050956906052e+05,4.247736045600675425e+04,1.449974322339494538e+05
0.000000000000000000e+00,-1.107029867536711739e+06,-2.311366164108655357e+05,-1.282735467984617571e+05
0.000000000000000000e+00,-2.541141657888392918e+06,6.872204485545136267e+05,-3.395571741211954504e+05
0.000000000000000000e+00,-6.704029017042758642e+05,3.005285804014531896e+05,-4.479035065053766593e+05
0.000000000000000000e+00,-1.475047078005598858e+06,-2.662811777089880197e+05,2.523146133305121330e+05
0.000000000000000000e+00,-9.422861167862669099e+05,-2.624219725849155220e+05,-2.260253429728709743e+05
0.000000000000000000e+00,-1.566050337460705312e+06,3.791170960493411985e+05,-5.164343298338064924e+05
0.000000000000000000e+00,-6.278546006603993010e+05,-2.094018207532802189e+05,-1.261719979167900980e+06
0.000000000000000000e+00,1.186449184191580396e+06,-4.026680477152324747e+05,-2.757803346624490223e+05
0.000000000000000000e+00,-3.751461008669801686e+03,-1.485158437505698297e+06,-2.559447806497211423e+04
0.000000000000000000e+00,-1.838097773209853331e+05,3.386776228301028605e+05,-1.124617330352598365e+05
0.000000000000000000e+00,8.661638404013658874e+05,1.033245114753148053e+06,-7.943759671096834354e+05
0.000000000000000000e+00,-1.270243482345744269e+06,1.248860365627303254e+06,5.641793148834215244e+05
0.000000000000000000e+00,-9.893307320695321541e+05,-4.542734988746452145e+05,-5.191212161968449800e+04
